ref,fundam_legal,beneficio,item,descr_produto,oper,ncm
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,20,"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 2305.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,20,"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 2308.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,20,"Farelos e tortas de produtos vegetais e demais resíduos e desperdícios das indústrias alimentares; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC,23.01
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 03.09
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 0712.90.10
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 2501.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 2521.00.00
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC, 2930.40
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC,02.10
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art. 138,GERAL,Redução de 60%,21,"Alho em pó, sal mineralizado, farinhas de peixe, de ostra, de carne, de osso, de pena, de sangue e de víscera, calcário calcítico,  gorduras e óleos animais, resíduos de óleo e de gordura de origem animal ou vegetal descartados por empresas do ramo alimentício, e DL-Metionina e seus análogos; todos destinados diretamente à fabricação de ração para animais ou diretamente à alimentação animal, exceto de animais domésticos",INC,15
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art. 133",GERAL,Redução de 60%,1,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,INC,30
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,1,Acetato de dextroalfatocoferol,INC,2936.28.12
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,2,Acetato de lisina,INC,2922.41.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,3,Acetato de potássio,INC,2915.29.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,4,Acetato de sódio,INC,2915.29.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,5,Acetato de zinco,INC,2915.29.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,6,Acetiltirosina,INC,2922.50.39
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,7,Ácido acético,INC,2915.21.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,8,Ácido ascórbico,INC,2936.27.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,9,Ácido aspártico,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,10,Ácido cítrico,INC,2918.14.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,11,Ácido fólico,INC,2936.29.11
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,12,Ácido glutâmico,INC,2922.42.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,13,Ácido málico,INC,2918.19.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,14,Ácido selenioso,INC,2811.19.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,15,Água para injeção,INC,2002.10.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,16,Alanilglutamina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,17,Alanina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,18,Albumina humana,INC,3002.12.36
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,19,Arginina,INC,2925.29.19
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,20,Asparagina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,21,Bicarbonato de sódio,INC,2836.30.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,22,Biotina,INC,2936.29.31
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,23,Cianocobalamina,INC,2936.26.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,24,Cistina,INC,2930.90.39
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,25,Cloreto crômico,INC,2827.39.93
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,26,Cloreto de cálcio,INC,2827.20.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,26,Cloreto de cálcio,INC,2827.20.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,27,Cloreto de magnésio,INC,2827.31.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,27,Cloreto de magnésio,INC,2827.31.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,28,Cloreto de manganês,INC,2827.39.95
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,29,Cloreto de potássio,INC,3104.20.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,29,Cloreto de potássio,INC,3104.20.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,30,Cloreto de sódio,INC,2501.00.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,31,Cloreto de zinco,INC,2827.39.98
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,32,Cloridrato de piridoxina,INC,2936.25.20
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,33,Cloridrato de tiamina,INC,2936.22.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,34,Cocarboxilase,INC,2936.22.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,35,Colecalciferol,INC,2936.29.21
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,36,Ergocalciferol,INC,2936.29.29
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,37,Fenilalanina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,38,Fitomenadiona,INC,2936.29.40
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,39,Fórmula para dieta isenta de fenilalanina,INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,40,Fórmula para dieta isenta demetionina,INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,41,Fórmula para dieta isenta de lisina e pobre de triptofano,INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,42,"Fórmula para dieta isenta de leucina, de isoleucina ou de valina",INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,43,Fórmula para dieta isenta de fenilalanina e de metionina,INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,44,Fórmula para dieta isenta de aminoácidos não essenciais,INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,45,"Fórmula para dieta isenta de metionina, de treonina, de valina e restrita de isoleucina",INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,46,"Fórmula para dieta cetogênica, na proporção de 4 g de gordura para cada 1 g de carboidratos e proteínas",INC,2106.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,47,"Fórmula hiperlipídica, para suplementação de triglicerídios de cadeia média ou triheptanoína",INC,2202.99.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,48,"Preparação líquida, de quatro partes de trioleato de glicerol de ácido para uma parte de trierucato de glicerol",INC,2202.99.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,49,Fosfato de potássio dibásico,INC,2835.24.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,50,Fosfato de potássio monobásico,INC,2835.24.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,51,Fosfato de sódio monobásico,INC,2835.22.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,52,Fosfato de tiamina,INC,2936.22.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,53,Fosfato sódico de riboflavina,INC,2936.23.20
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,54,Frutose,INC,1702.50.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,55,Glicerofosfato de sódio,INC,2919.90.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,56,Glicina,INC,2922.49.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,57,Gliconato de cálcio,INC,2918.16.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,58,Glicose,INC,1702.30.11
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,59,Histidina,INC,2933.29.92
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,60,Icodextrina,INC,3505.10.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,61,Iodeto de potássio,INC,2827.60.12
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,62,Isoleucina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,63,Lecitina de ovo,INC,2923.20.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,64,Leucina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,65,Levovalina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,66,Lisina,INC,2922.41.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,67,Metionina,INC,2930.40.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,67,Metionina,INC,2930.40.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,68,Nicotinamida,INC,2936.29.52
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,69,Palmitato de retinol,INC,2936.21.13
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,70,Prolina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,71,Riboflavina,INC,2936.23.10
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,72,Selenito de sódio,INC,2842.90.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,73,Serina,INC,2922.50.99
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,74,Sorbitol,INC,2905.44.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,75,Sulfato de magnésio,INC,2833.21.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,76,Sulfato de zinco,INC,2833.29.70
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,77,Taurina,INC,2922.49.90
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,78,Tirosina,INC,2922.50.39
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,79,Tocoferol,INC,2936.28.11
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,80,Treonina,INC,2922.50.99
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,81,Triglicerídeos de cadeia média,INC,1513.19.00
Alíquota reduzida 60%  -Medicamentos - Anexo VI - Art. 133 § 1º,GERAL,Redução de 60%,81,Triglicerídeos de cadeia média,INC,1513.29.11
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,1,Animais vivos,INC,01
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,2,"Carnes e miudezas, comestíveis",INC,02
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,3,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",INC,03
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,4,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,INC,04
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,5,"Outros produtos de origem animal, não compreendidos noutros Capítulos",INC,05
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,6,Plantas vivas e produtos de floricultura,INC,06
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,7,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",INC,07
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,9,"Café, chá, mate e especiarias",INC,09
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,10,Cereais.,INC,10
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,12,"Sementes e frutos oleaginosos; grãos, sementes e frutos diversos; plantas industriais ou medicinais; palhas e forragens.",INC,12
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,12,Algodão não cardado nem penteado.,INC,5201
Alíquota reduzida 60%  -Produtos agropecuários in natura - art. 137,GERAL,Redução de 60%,12,Desperdícios de algodão (incluindo os desperdícios de fios e os fiapos).,INC,5202
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,1,Sabões de toucador,INC,3401.11.90
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,2,Dentifrícios,INC,3306.10.00
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,3,Escovas de dentes,INC,9603.21.00
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,4,Papel higiênico,INC,4818.10.00
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,5,Água sanitária,INC,3808.94.19
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,6,Sabões em barra,INC,3401.19.00
Alíquota reduzida 60%  -Produtos higiene - Anexo VIII - Art. 136,GERAL,Redução de 60%,7,Fraldas e artigos higiênicos semelhantes,INC,9619.00.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.1,Viatura operacional militar e também suas partes e peças,INC,8709
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.10,Rações operacionais,INC,2106.90.30
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.11,Minas marítimas,INC,9306
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.12,"Cartuchos de munição naval e de artilharia e seus componentes (projétil, estojo, estopilha, espoleta, traçador, pólvora e alto-explosivo), de calibre igual ou superior a 40 mm de diâmetro interno de tubo da arma",INC,9306.2
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.13,"Bombas, torpedos, minas, mísseis, foguetes e seus componentes",INC,9306
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.14,"Aeronaves, inclusive Veículo Aéreo Não Tripulado (VANT) para uso pela segurança nacional e também suas partes e peças",INC,8802
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.14,"Aeronaves, inclusive Veículo Aéreo Não Tripulado (VANT) para uso pela segurança nacional e também suas partes e peças",INC,8806
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.15,Veículos espaciais para uso pela segurança nacional,INC,8802.60.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.16,Paraquedas para uso pela segurança nacional,INC,8804.00.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.17,Aparelhos e dispositivos para lançamento e aterrissagem de veículos aéreos e espaciais para uso pela segurança nacional,INC,8805.10.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.18,Simuladores de voo e similares para uso pela segurança nacional,INC,8805.21.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.19,Equipamentos de apoio no solo para uso pela segurança nacional,INC,8805
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.2,"Carro blindado e carro de combate, terrestre ou anfíbio, sobre lagartas ou rodas, com ou sem armamento e também suas partes e peças",INC,8710.00.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.20,"Equipamentos de auxílio à comunicação, navegação e controle de tráfego aéreo para uso pela segurança nacional",INC,9014.20
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.21,"Embarcações construídas no País suas peças, partes e componentes utilizados no reparo, conserto e reconstrução de embarcações",INC,8901.20.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.21,"Embarcações construídas no País suas peças, partes e componentes utilizados no reparo, conserto e reconstrução de embarcações",INC,8906.10.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.22,Dispositivos destinados a prover a segurança da informação do tipo Prevenção de Intrusão (IPS),INC,8517.62.59
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.23,Dispositivos destinados a prover a segurança da informação do tipo de Detecção de Intrusão (IDS),INC,8517.62.59
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.24,"Dispositivos de Autenticação (tokens, leitores biométricos) que garantam a segurança da informação/cibernética",INC,8471.90.14
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.24,"Dispositivos de Autenticação (tokens, leitores biométricos) que garantam a segurança da informação/cibernética",INC,8523.52
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.25,Equipamentos para criptografia para a segurança da informação/cibernética,INC,8471.50.90
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.26,Firewalls para a segurança da informação/cibernética,INC,8471.49.00
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.26,Firewalls para a segurança da informação/cibernética,INC,8517.62.59
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.27,Switches e roteadores seguros para a segurança da informação/cibernética,INC,8517.62.34
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.27,Switches e roteadores seguros para a segurança da informação/cibernética,INC,8517.62.4
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.28,Dispositivos de comunicação criptografada para a segurança da informação/cibernética,INC,8517.62.7
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.29,Unidades de armazenamento criptografadas para a segurança da informação/cibernética,INC,8523.51
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.3,"Outros veículos de qualquer tipo, para uso pelos órgãos de Segurança Pública e das Forças Armadas, com especificação própria dos Órgãos Militares e de Segurança Pública e também suas partes e peças",INC,8709
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.30,Servidores de armazenamento seguro para a segurança da informação/cibernética,INC,8523.51
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.4,Simuladores de veículos militares,INC,9031.80.99
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.5,"Tratores de baixa ou de alta velocidades, para uso pelos órgãos de Segurança Pública e das Forças Armadas, sobre lagartas ou rodas, destinados às unidades de engenharia ou de artilharia, para obras ou para rebocar equipamentos pesados e também suas partes e peças",INC,8701
"Alíquota reduzida 60% - bens e serviços relacionados à soberania, segurança (nacional, da informação e cibernética) - Anexo XI - art. 142",GERAL,Redução de 60%,2.6,Radares para uso militar,INC,8526.10.00
