ref,fundam_legal,beneficio,item,codigo_ncm,descricao_ncm,descr_produto,proporcao_antes_tratamento,proporcao_apos_tratamento,diferenca
Alíquota de Referência - Demais Produtos,GERAL,-,-,28141000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Amoníaco anidro ou em solução aquosa (amônia). - - Amoníaco anidro",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28142000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Amoníaco anidro ou em solução aquosa (amônia). - - Amoníaco em solução aquosa (amônia)",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28151100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - -- Sólido",-,0,0,0
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,8,28151100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - -- Sólido","Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes",1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28151200,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - -- Em solução aquosa (lixívia de soda cáustica)",-,0,0,0
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,8,28151200,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - -- Em solução aquosa (lixívia de soda cáustica)","Ácido nítrico, ácido sulfúrico, ácido fosfórico, fosfatos de cálcio naturais, enxofre, ácido clorídrico, ácido fosforoso, ácido acético, hidróxido de sódio e carbonato dissódico; todos destinados diretamente à fabricação de fertilizantes",1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28152000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - - Hidróxido de potássio (potassa cáustica)",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28153000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio. - - Peróxidos de sódio ou de potássio",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28161010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Hidróxido",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28161020,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Peróxido",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28162000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Oxido, Hidroxido E Peroxido De Estroncio",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28163010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Hidroxido De Bario",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28163090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Outros Oxidos E Peroxidos De Bario",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28164010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Hidróxido de bário",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28164090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos, de estrôncio ou de bário. - Outros",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28170010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - NÃO INFORMADO - Óxido de zinco (branco de zinco)",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28170020,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - NÃO INFORMADO - Peróxido de zinco",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28181010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Corindo artificial, de constituição química definida ou não; óxido de alumínio; hidróxido de alumínio. - Branco, que passe através de uma peneira com abertura de malha de 63 micrômetros (mícrons) em proporção superior a 90 %, em peso",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28181090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Corindo artificial, de constituição química definida ou não; óxido de alumínio; hidróxido de alumínio. - Outros",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28182010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Corindo artificial, de constituição química definida ou não; óxido de alumínio; hidróxido de alumínio. - Alumina calcinada",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28182090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Corindo artificial, de constituição química definida ou não; óxido de alumínio; hidróxido de alumínio. - Outros",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28183000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Corindo artificial, de constituição química definida ou não; óxido de alumínio; hidróxido de alumínio. - - Hidróxido de alumínio",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28191000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos e hidróxidos de cromo. - - Trióxido de cromo",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28199010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos e hidróxidos de cromo. - Óxidos",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28199020,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos e hidróxidos de cromo. - Hidróxidos",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28201000,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - - Dióxido de manganês",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28201010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - COM UM TEOR DE MNO2 IGUAL OU SUPERIOR A 91%, EM PESO (MANGANÊS ELETRO-LÍTICO)",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28201090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - OUTROS",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28209010,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - Óxido manganoso",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28209020,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - Trióxido de dimanganês (sesquióxido de manganês)",-,1,1,0
Alíquota de Referência - Demais Produtos,GERAL,-,-,28209030,"Produtos das indústrias químicas ou das indústrias conexas - Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos. - Óxidos de manganês. - Tetraóxido de trimanganês (óxido salino de manganês)",-,1,1,0
